recipe_id,section,item,ingredient,quantity,price,quantities,raw_ingredients
105,Fruits and vegetables,"Loose Red Onions Class 2 0.21kg, £0.21 / 0.21kg",2 red onions,0.21,£0.21,2,onion
106,Fruits and vegetables,"Tesco Tenderstem Broccoli 200G, £1.60 each",200g tenderstem broccoli,1,£1.60,200g,broccoli
106,Fruits and vegetables,"Tesco Finest Sugarbelle Tomatoes 220G, £1.80 each",200g cherry tomatoes,1,£1.80,200g,tomato
107,Fruits and vegetables,"Tesco Organic Baby Spinach 100G, £1.35 each",baby spinach leaves,1,£1.35,,spinach
107,Fruits and vegetables,"Tesco Cut Basil 30G, £0.52 each",30g basil leaves,1,£0.52,30g,basil
107,Fruits and vegetables,"Tesco Organic Garlic 3 Pack, £1.00 each",3 garlic cloves,1,£1.00,3 cloves,garlic
107,Fruits and vegetables,"Tesco Bunched Spring Onions 100G, £0.50 each",1 bunch spring onions,1,£0.50,1 bunch,spring onion
108,Fruits and vegetables,"Tesco Dill 20G, £0.60 each",2 tbsp dill,1,£0.60,2 tbsp,dill
108,Fruits and vegetables,"Loose Brown Onions 0.12kg, £0.12 / 0.12kg",1 onion,0.12,£0.12,1,onion
108,Fruits and vegetables,"Tesco Fresh Cut Curled Parsley 30G, £0.60 each",1 tbsp fresh parsley,1,£0.60,1 tbsp,parsley
108,Fruits and vegetables,"Tesco Organic Spinach 200G, £1.90 each",1kg spinach leaves,5,£9.50,1kg,spinach
109,Fruits and vegetables,"Tesco Cut Chives 20G, £1.00 each",2 tbsp chives,1,£1.00,2 tbsp,chives
109,Fruits and vegetables,"Tesco British Maris Piper 1.25Kg, £1.00 each",550g floury potatoes,1,£1.00,550g,potato
109,Fruits and vegetables,"Tesco Organic Garlic 3 Pack, £1.00 each",3 garlic cloves,1,£1.00,3 cloves,garlic
109,Fruits and vegetables,"Leeks Loose Class 2 0.25kg, £0.63 / 0.25kg",3 leeks,0.5,£1.25,3,leeks
109,Fruits and vegetables,"Loose Brown Onions 0.12kg, £0.12 / 0.12kg",1 onion,0.12,£0.12,1,onion
109,Fruits and vegetables,"Tesco Rosemary 20G, £0.52 each",2 tbsp rosemary,1,£0.52,2 tbsp,rosemary
110,Fruits and vegetables,"Suntrail Lemons Minimum 4 Pack, £0.55 each",1.5 lemons,1,£0.55,1.5,lemon
110,Fruits and vegetables,"Loose Red Onions Class 2 0.21kg, £0.21 / 0.21kg",0.5 red onion,0.21,£0.21,0.5,onion
110,Fruits and vegetables,"Tesco Sweet Vine Ripened Tomatoes 255G, £1.20 each",150g salad tomatoes,1,£1.20,150g,tomato
110,Fruits and vegetables,"Tesco Large Sweet Potatoes Loose Class 1 0.35kg, £0.39 / 0.35kg",300g sweet potatoes,0.35,£0.39,300g,potato
110,Fruits and vegetables,"Tesco Watercress Spinach & Rocket 80G, £1.35 each",40g watercress spinach and rocket,1,£1.35,40g,watercress spinach and rocket
111,Fruits and vegetables,"Tesco Wild Rocket 60G, £1.10 each",60g rocket,1,£1.10,60g,rocket
111,Fruits and vegetables,"Tesco Large Sweet Potatoes Loose Class 1 0.35kg, £0.39 / 0.35kg",1 sweet potatoes,0.35,£0.39,1,potato
112,Fruits and vegetables,"Tesco Beansprouts 300G, £0.71 each",300g bean sprouts,1,£0.71,300g,bean sprouts
112,Fruits and vegetables,"Tesco Carrots Loose 0.16kg, £0.08 / 0.16kg",2 carrots,0.32,£0.16,2,carrot
112,Fruits and vegetables,"Redmere Farms Garlic 4 Pack, £0.95 each",1 clove garlic,1,£0.95,1 clove,garlic
112,Fruits and vegetables,"Ginger Root Loose 0.10kg, £0.65 / 0.1kg",root ginger,0.1,£0.65,,ginger
112,Fruits and vegetables,"Tesco Limes 5 Pack, £1.20 each",1 lime,1,£1.20,1,lime
112,Fruits and vegetables,"Tesco Fresh Cut Curled Parsley 30G, £0.60 each",parsley leaves,1,£0.60,,parsley
112,Fruits and vegetables,"Tesco Red Chillies 60G, £0.70 each",1 red chilli,1,£0.70,1,chilli
112,Fruits and vegetables,"Tesco Bunched Spring Onions 100G, £0.50 each",3 spring onions,1,£0.50,3,spring onion
113,Fruits and vegetables,"Tesco Extra Large Brown Onions 2 Pack, £1.00 each",2 onions,1,£1.00,2,onion
113,Fruits and vegetables,"Tesco Sage 20G, £0.60 each",sage leaves,2,£1.20,,sage leaves
114,Fruits and vegetables,"Tesco Family Pack Chestnut Mushroom 485G, £1.80 each",300g chestnut mushrooms,1,£1.80,300g,mushroom
114,Fruits and vegetables,"Finest Echalion Shallots 400G, £1.35 each",echalion shallot,1,£1.35,,onion
114,Fruits and vegetables,"Tesco Fresh Cut Flat Leaf Parsley 30G, £0.60 each",flat-leaf parsley,1,£0.60,,parsley
114,Fruits and vegetables,"Redmere Farms Garlic 4 Pack, £0.95 each",2 garlic cloves,1,£0.95,2 cloves,garlic
114,Fruits and vegetables,"Suntrail Lemons Minimum 4 Pack, £0.55 each",1 lemon,1,£0.55,1,lemon
115,Fruits and vegetables,"Suntrail Lemons Minimum 4 Pack, £0.55 each",0.5 lemon,1,£0.55,0.5,lemon
115,Fruits and vegetables,"Tesco Organic Garlic 3 Pack, £1.00 each",3 garlic cloves,1,£1.00,3 cloves,garlic
115,Fruits and vegetables,"Ginger Root Loose 0.10kg, £0.65 / 0.1kg",2.5 cm ginger,0.1,£0.65,2.5 cm,ginger
115,Fruits and vegetables,"Tesco Bunched Spring Onions 100G, £0.50 each",2 spring onions,1,£0.50,2,spring onion
116,Fruits and vegetables,"Tesco Bay Leaves 3G, £0.90 each",3 bay leaves,1,£0.90,3,bay leaf
116,Fruits and vegetables,"Tesco Carrots Loose 0.16kg, £0.08 / 0.16kg",1 carrot,0.16,£0.08,1,carrot
116,Fruits and vegetables,"Tesco Celery Sticks 250G, £0.85 each",2 celery sticks,1,£0.85,2 sticks,celery
116,Fruits and vegetables,"Tesco Fresh Cut Coriander 30G, £0.52 each",fresh coriander leaves,1,£0.52,,coriander
116,Fruits and vegetables,"Tesco Thyme 20G, £0.52 each",3 sprigs thyme,1,£0.52,3 sprigs,thyme
116,Fruits and vegetables,"Suntrail Lemons Minimum 4 Pack, £0.55 each",0.5 lemon,1,£0.55,0.5,lemon
116,Fruits and vegetables,"Loose Brown Onions 0.12kg, £0.12 / 0.12kg",1 onion,0.12,£0.12,1,onion
116,Fruits and vegetables,"Tesco Red Chillies 60G, £0.70 each",2 red chillies,1,£0.70,2,chilli
116,Fruits and vegetables,"Tesco Bunched Spring Onions 100G, £0.50 each",4 spring onions,1,£0.50,4,spring onion
117,Fruits and vegetables,"Tesco Fresh Cut Coriander 30G, £0.52 each",coriander leaves,1,£0.52,,coriander
117,Fruits and vegetables,"Tesco Limes 5 Pack, £1.20 each",2 limes,1,£1.20,2,lime
117,Fruits and vegetables,"Tesco Red Chillies 60G, £0.70 each",1 red chilli,1,£0.70,1,chilli
117,Fruits and vegetables,"Tesco Shallots Onions 400G, £1.30 each",1 shallot,1,£1.30,1,onion
118,Fruits and vegetables,"Tesco Cut Basil 30G, £0.52 each",10g basil,1,£0.52,10g,basil
118,Fruits and vegetables,"Redmere Farms Garlic 4 Pack, £0.95 each",2 garlic cloves,1,£0.95,2 cloves,garlic
118,Fruits and vegetables,"Loose Brown Onions 0.12kg, £0.12 / 0.12kg",1 onion,0.12,£0.12,1,onion
118,Fruits and vegetables,"Tesco Organic Pepper 250G, £1.60 each",2 red peppers,1,£1.60,2,pepper
119,Fruits and vegetables,"Tesco Organic Baby Spinach 100G, £1.35 each",20g baby spinach,1,£1.35,20g,spinach
119,Fruits and vegetables,"Tesco Organic Pepper 250G, £1.60 each",0.5 yellow pepper,1,£1.60,0.5,pepper
120,Fruits and vegetables,"Tesco Aubergine Each, £0.85 each",3 aubergines,3,£2.55,3,aubergines
120,Fruits and vegetables,"Courgettes Loose Class 1 0.20kg, £0.58 / 0.2kg",3 courgettes,0.6,£1.74,3,courgettes
120,Fruits and vegetables,"Redmere Farms Garlic 4 Pack, £0.95 each",1 garlic clove,1,£0.95,1 clove,garlic
120,Fruits and vegetables,"Loose Brown Onions 0.12kg, £0.12 / 0.12kg",1 onion,0.12,£0.12,1,onion
121,Fruits and vegetables,"Tesco Cut Basil 30G, £0.52 each",5 tbsp basil,1,£0.52,5 tbsp,basil
121,Fruits and vegetables,"Tesco Bay Leaves 3G, £0.90 each",2 bay leaves,1,£0.90,2,bay leaf
121,Fruits and vegetables,"Tesco Finest Sugarbelle Tomatoes 400G, £3.15 each",3 beef tomatoes,1,£3.15,3,tomato
121,Fruits and vegetables,"Finest Echalion Shallots 400G, £1.35 each",4 banana shallots,1,£1.35,4,onion
121,Fruits and vegetables,"Tesco Fresh Cut Flat Leaf Parsley 30G, £0.60 each",5 tbsp flat-leaf parsley,1,£0.60,5 tbsp,parsley
121,Fruits and vegetables,"Tesco Thyme 20G, £0.52 each",2 tsp thyme,1,£0.52,2 tsp,thyme
121,Fruits and vegetables,"Tesco Organic Garlic 3 Pack, £1.00 each",10 peeled and finely chopped garlic cloves,1,£1.00,10 cloves,garlic
121,Fruits and vegetables,"Loose Red Onions Class 2 0.21kg, £0.21 / 0.21kg",1 red onion,0.21,£0.21,1,onion
121,Fruits and vegetables,"Tesco Wild Rocket 60G, £1.10 each",200g rocket,4,£4.40,200g,rocket
121,Fruits and vegetables,"Tesco Finest Sugarbelle Tomatoes 400G, £3.15 each",1kg tomato,3,£9.45,1kg,tomato
122,Fruits and vegetables,"Suntrail Lemons Minimum 4 Pack, £0.55 each",0.5 juice of lemon,1,£0.55,0.5,lemon
122,Fruits and vegetables,"Redmere Farms Garlic 4 Pack, £0.95 each",2 cloves garlic,1,£0.95,2 cloves,garlic
122,Fruits and vegetables,"Loose Brown Onions 0.12kg, £0.12 / 0.12kg",1 onion,0.12,£0.12,1,onion
122,Fruits and vegetables,"Tesco Fresh Cut Curled Parsley 30G, £0.60 each",parsley leaves,1,£0.60,,parsley
122,Fruits and vegetables,"Tesco Red Chillies 60G, £0.70 each",1 red chilli,1,£0.70,1,chilli
123,Fruits and vegetables,"Tesco Broccoli 375G, £0.86 each",1 head broccoli,1,£0.86,1 head,broccoli
123,Fruits and vegetables,"Tesco Thyme 20G, £0.52 each",4 sprigs fresh thyme,1,£0.52,4 sprigs,thyme
123,Fruits and vegetables,"Redmere Farms Garlic 4 Pack, £0.95 each",1 clove garlic,1,£0.95,1 clove,garlic
123,Fruits and vegetables,"Tesco Fresh Cut Curled Parsley 30G, £0.60 each",1 tbsp fresh parsley,1,£0.60,1 tbsp,parsley
123,Fruits and vegetables,"Tesco Organic Unwaxed Lemons Minimum 3 Pack, £1.80 each",unwaxed lemon,1,£1.80,,lemon
124,Fruits and vegetables,"Asparagus Tips 125G Class 1, £2.00 each",100g asparagus spears,1,£2.00,100g,asparagus spears
124,Fruits and vegetables,"Loose Brown Onions 0.12kg, £0.12 / 0.12kg",1 onion,0.12,£0.12,1,onion
124,Fruits and vegetables,"Tesco Organic Pepper 250G, £1.60 each",1 red pepper,1,£1.60,1,pepper
124,Fruits and vegetables,"Tesco Wild Rocket 60G, £1.10 each",50g wild rocket,1,£1.10,50g,wild rocket
125,Fruits and vegetables,"Tesco Cut Basil 30G, £0.52 each",20g fresh basil leaves,1,£0.52,20g,basil
125,Fruits and vegetables,"Tesco Organic Garlic 3 Pack, £1.00 each",2 garlic bulbs,1,£1.00,2 bulbs,garlic
125,Fruits and vegetables,"Tesco Lemons 4 Pack, £1.35 each",4 lemons,1,£1.35,4,lemon
125,Fruits and vegetables,"Tesco British Maris Piper 1.25Kg, £1.00 each",1kg maris piper potatoes,1,£1.00,1kg,potato
125,Fruits and vegetables,"Redmere Farms Fresh Greens, £0.65 each",greens,1,£0.65,,greens
126,Fruits and vegetables,"Redmere Farms Garlic 4 Pack, £0.95 each",2 garlic cloves,1,£0.95,2 cloves,garlic
126,Fruits and vegetables,"Tesco Mint 30G, £0.52 each",15g fresh mint leaves,1,£0.52,15g,mint
126,Fruits and vegetables,"Loose Brown Onions 0.12kg, £0.12 / 0.12kg",1 onion,0.12,£0.12,1,onion
126,Fruits and vegetables,"Tesco Organic Pepper 250G, £1.60 each",1 red pepper,1,£1.60,1,pepper
126,Fruits and vegetables,"Tesco British Frilly Leaf Salad 120G, £1.10 each",salad leaves,1,£1.10,,salad leaves
127,Fruits and vegetables,"Tesco Bay Leaves 3G, £0.90 each",1 bay leaf,1,£0.90,1,bay leaf
127,Fruits and vegetables,"Tesco Carrots Loose 0.16kg, £0.08 / 0.16kg",2 carrots,0.32,£0.16,2,carrot
127,Fruits and vegetables,"Celeriac Catchweight 0.20kg, £0.29 / 0.2kg",1 celeriac,1,£1.45,1,celeriac
127,Fruits and vegetables,"Tesco Celery Sticks 250G, £0.85 each",1 celery stalk,1,£0.85,1 stick,celery
127,Fruits and vegetables,"Chestnut Mushrooms 250G, £1.10 each",750g mushrooms chestnut,3,£3.30,750g,mushroom 
127,Fruits and vegetables,"Tesco Fennel 250G, £1.25 each",1 fennel,1,£1.25,1,fennel
127,Fruits and vegetables,"Tesco Thyme 20G, £0.52 each",5 sprigs thyme,1,£0.52,5 sprigs,thyme
127,Fruits and vegetables,"Tesco Organic Garlic 3 Pack, £1.00 each",3 roughly chopped garlic cloves,1,£1.00,3 cloves,garlic
127,Fruits and vegetables,"Tesco Extra Large Brown Onions 2 Pack, £1.00 each",4 sliced onions,2,£2.00,4,onion
127,Fruits and vegetables,"Tesco Fresh Cut Curled Parsley 30G, £0.60 each",parsley,2,£1.20,,parsley
128,Fruits and vegetables,"Organic Carrots 700G, £1.10 each",500g carrots,1,£1.10,500g,carrot
128,Fruits and vegetables,"Tesco Thyme 20G, £0.52 each",1 bunch thyme,2,£1.04,1 bunch,thyme
128,Fruits and vegetables,"Tesco Organic Garlic 3 Pack, £1.00 each",1 garlic bulb,1,£1.00,1 bulb,garlic
128,Fruits and vegetables,"Perfectly Imperfect Parsnips 500G, £0.50 each",500g parsnips,1,£0.50,500g,parsnips
128,Fruits and vegetables,"Tesco Shallots Onions 400G, £1.30 each",12 shallots,1,£1.30,12,onion
129,Fruits and vegetables,"Tesco Cut Chives 20G, £1.00 each",1 bunch chives,2,£2.00,1 bunch,chives
129,Fruits and vegetables,"Redmere Farms Garlic 4 Pack, £0.95 each",2 cloves garlic,1,£0.95,2 cloves,garlic
129,Fruits and vegetables,"Loose Brown Onions 0.12kg, £0.12 / 0.12kg",1 onion,0.12,£0.12,1,onion
130,Fruits and vegetables,"Redmere Farms Garlic 4 Pack, £0.95 each",1 clove garlic,1,£0.95,1 clove,garlic
132,Fruits and vegetables,"Tesco Cut Basil 30G, £0.52 each",15g fresh basil,1,£0.52,15g,basil
132,Fruits and vegetables,"Tesco Organic Garlic 3 Pack, £1.00 each",3 garlic cloves,1,£1.00,3 cloves,garlic
132,Fruits and vegetables,"Loose Red Onions Class 2 0.21kg, £0.21 / 0.21kg",1 red onion,0.21,£0.21,1,onion
133,Fruits and vegetables,"Cauliflower Extra Large Each, £1.50 each",1 cauliflower,1,£1.50,1,cauliflower
133,Fruits and vegetables,"Suntrail Lemons Minimum 4 Pack, £0.55 each",0.5 lemon,1,£0.55,0.5,lemon
133,Fruits and vegetables,"Tesco Wild Rocket 60G, £1.10 each",50g rocket,1,£1.10,50g,rocket
134,Fruits and vegetables,"Tesco Whole Large Cucumber, £0.95 each",0.5 cucumber,1,£0.95,0.5,cucumber
134,Fruits and vegetables,"Redmere Farms Garlic 4 Pack, £0.95 each",1 garlic clove,1,£0.95,1 clove,garlic
134,Fruits and vegetables,"Tesco Makrut Lime Leaves 2 Per Pack, £1.10 each",2 kaffir lime leaves,1,£1.10,2,lime
134,Fruits and vegetables,"Tesco Thai Lemon Grass Minimum 2 Stems, £0.60 each",1 lemongrass stalk,1,£0.60,1,lemongrass stalk
134,Fruits and vegetables,"Tesco Red Chillies 60G, £0.70 each",2 red chilli,1,£0.70,2,chilli
134,Fruits and vegetables,"Tesco Bunched Spring Onions 100G, £0.50 each",2 spring onions,1,£0.50,2,spring onion
135,Fruits and vegetables,"Large Pink Lady Apples Class 1 Loose 0.17kg, £0.65 / 0.17kg",1 apple,0.17,£0.65,1,apple
135,Fruits and vegetables,"Tesco Carrots Loose 0.16kg, £0.08 / 0.16kg",1 carrot,0.16,£0.08,1,carrot
135,Fruits and vegetables,"Suntrail Lemons Minimum 4 Pack, £0.55 each",1 lemon,1,£0.55,1,lemon
135,Fruits and vegetables,"Tesco Fresh Cut Curled Parsley 30G, £0.60 each",15g to serve fresh parsley leaves,1,£0.60,15g,parsley
136,Fruits and vegetables,"T.Ready To Eat Large Avocados Each, £0.89 each",1 avocado,1,£0.89,1,avocado
136,Fruits and vegetables,"Tesco Fresh Cut Flat Leaf Parsley 30G, £0.60 each",flat-leaf parsley,1,£0.60,,parsley
136,Fruits and vegetables,"Tesco Limes 5 Pack, £1.20 each",0.5 lime,1,£1.20,0.5,lime
136,Fruits and vegetables,"Redmere Farms Garlic 4 Pack, £0.95 each",1 garlic clove,1,£0.95,1 clove,garlic
136,Fruits and vegetables,"Tesco Finger Chillies 80G, £1.00 each",1 green chilli,1,£1.00,1,chilli
136,Fruits and vegetables,"Loose Red Onions Class 2 0.21kg, £0.21 / 0.21kg",1 red onion,0.21,£0.21,1,onion
136,Fruits and vegetables,"Tesco Wild Rocket 60G, £1.10 each",rocket,1,£1.10,,rocket
137,Fruits and vegetables,"Tesco Fresh Cut Coriander 30G, £0.52 each",coriander leaves,1,£0.52,,coriander
137,Fruits and vegetables,"Tesco Flat Leaf Parsley 100G, £1.25 each",parsley leaves,1,£1.25,,parsley
138,Fruits and vegetables,"Leeks Loose Class 2 0.25kg, £0.63 / 0.25kg",1 leek,0.25,£0.63,1,leek
138,Fruits and vegetables,"Suntrail Lemons Minimum 4 Pack, £0.55 each",1 lemon,1,£0.55,1,lemon
138,Fruits and vegetables,"Tesco Red Chillies 60G, £0.70 each",1 red chilli,1,£0.70,1,chilli
139,Fruits and vegetables,"Tesco Baby Spinach 220G, £1.35 each",150g baby spinach,1,£1.35,150g,spinach
139,Fruits and vegetables,"Tesco Cut Basil 30G, £0.52 each",15g fresh basil,1,£0.52,15g,basil
139,Fruits and vegetables,"Redmere Farms Garlic 4 Pack, £0.95 each",2 garlic cloves,1,£0.95,2 cloves,garlic
139,Fruits and vegetables,"Nightingale Farms Peppers 375G, £1.35 each",3 mixed peppers,1,£1.35,3,pepper
139,Fruits and vegetables,"Tesco Extra Large Brown Onions 2 Pack, £1.00 each",2 onions,1,£1.00,2,onion
140,Fruits and vegetables,"Tesco Dill 20G, £0.60 each",30g dill,2,£1.20,30g,dill
140,Fruits and vegetables,"Redmere Farms Garlic 4 Pack, £0.95 each",2 garlic cloves,1,£0.95,2 cloves,garlic
140,Fruits and vegetables,"Loose Brown Onions 0.12kg, £0.12 / 0.12kg",1 onion,0.12,£0.12,1,onion
141,Fruits and vegetables,"Tesco Cut Basil 30G, £0.52 each",10g fresh basil,1,£0.52,10g,basil
141,Fruits and vegetables,"Courgettes Loose Class 1 0.20kg, £0.58 / 0.2kg",2 courgettes,0.4,£1.16,2,courgettes
142,Fruits and vegetables,"Tesco Butternut Squash Each, £1.35 each",0.5 butternut squash,1,£1.35,0.5,butternut squash
142,Fruits and vegetables,"Tesco Fresh Cut Coriander 30G, £0.52 each",30g fresh coriander,1,£0.52,30g,coriander
142,Fruits and vegetables,"Tesco Finger Chillies 80G, £1.00 each",1 green chilli,1,£1.00,1,chilli
142,Fruits and vegetables,"Tesco Limes 5 Pack, £1.20 each",1 lime,1,£1.20,1,lime
142,Fruits and vegetables,"Loose Red Onions Class 2 0.21kg, £0.21 / 0.21kg",1 red onion,0.21,£0.21,1,onion
143,Fruits and vegetables,"Tesco Trimmed Tenderstem Broccoli 80G, £1.25 each",150g tenderstem broccoli,2,£2.50,150g,broccoli
143,Fruits and vegetables,"Tesco Finest Baby Potatoes 360G, £2.50 each",250g new potatoes,1,£2.50,250g,potato
143,Fruits and vegetables,"Redmere Farms Garlic 4 Pack, £0.95 each",1 garlic clove,1,£0.95,1 clove,garlic
143,Fruits and vegetables,"Loose Brown Onions 0.12kg, £0.12 / 0.12kg",0.5 onion,0.12,£0.12,0.5,onion
143,Fruits and vegetables,"Tesco Finest Oyster Mushroom Cluster 150G, £1.80 each",300g oyster mushroom,2,£3.60,300g,oyster mushroom
144,Fruits and vegetables,"Redmere Farms Garlic 4 Pack, £0.95 each",1 garlic clove,1,£0.95,1 clove,garlic
144,Fruits and vegetables,"Suntrail Lemons Minimum 4 Pack, £0.55 each",1 lemon,1,£0.55,1,lemon
144,Fruits and vegetables,"Tesco Fresh Cut Curled Parsley 30G, £0.60 each",15g fresh parsley,1,£0.60,15g,parsley
144,Fruits and vegetables,"Tesco Red Chillies 60G, £0.70 each",1 red chillies,1,£0.70,1,chilli
145,Fruits and vegetables,"Tesco Finest Baby Potatoes 750G, £1.40 each",450g baby potatoes,1,£1.40,450g,baby potato
145,Fruits and vegetables,"Redmere Farms Garlic 4 Pack, £0.95 each",2 garlic cloves,1,£0.95,2 cloves,garlic
145,Fruits and vegetables,"Leeks Loose Class 2 0.25kg, £0.63 / 0.25kg",1 leek,0.25,£0.63,1,leek
145,Fruits and vegetables,"Tesco Fresh Cut Curled Parsley 30G, £0.60 each",10g fresh parsley,1,£0.60,10g,parsley
145,Fruits and vegetables,"Redmere Farms Fresh Greens, £0.65 each",200g fresh greens,1,£0.65,200g,fresh greens
146,Fruits and vegetables,"Tesco Thyme 20G, £0.52 each",15g fresh thyme,1,£0.52,15g,thyme
146,Fruits and vegetables,"Tesco Organic Garlic 3 Pack, £1.00 each",6 garlic cloves,1,£1.00,6 cloves,garlic
146,Fruits and vegetables,"Suntrail Lemons Minimum 4 Pack, £0.55 each",1 lemon,1,£0.55,1,lemon
146,Fruits and vegetables,"Tesco Mint 30G, £0.52 each",15g fresh mint leaves,1,£0.52,15g,mint
146,Fruits and vegetables,"Tesco Pomegranate Seeds 80G, £1.15 each",1 pomegranate,2,£2.30,1,pomegranate
146,Fruits and vegetables,"Loose Red Onions Class 2 0.21kg, £0.21 / 0.21kg",2 red onions,0.21,£0.21,2,onion
147,Fruits and vegetables,"Tesco Organic Garlic 3 Pack, £1.00 each",6 garlic cloves,1,£1.00,6 cloves,garlic
148,Fruits and vegetables,"Large Potatoes Baking Loose 0.30kg, £0.21 / 0.3kg",4 baking potatoes,0.9,£0.63,4,potato
148,Fruits and vegetables,"Tesco Carrots Loose 0.16kg, £0.08 / 0.16kg",250g carrots,0.48,£0.24,250g,carrot
148,Fruits and vegetables,"Love Beets Cooked Beetroot 250G, £0.65 each",200g beetroot,1,£0.65,200g,beetroot
148,Fruits and vegetables,"Tesco Fresh Cut Flat Leaf Parsley 30G, £0.60 each",10g fresh flat-leaf parsley,1,£0.60,10g,parsley
148,Fruits and vegetables,"Redmere Farms Garlic 4 Pack, £0.95 each",2 garlic cloves,1,£0.95,2 cloves,garlic
148,Fruits and vegetables,"Suntrail Lemons Minimum 4 Pack, £0.55 each",1 lemon,1,£0.55,1,lemon
149,Fruits and vegetables,"Tesco Bay Leaves 3G, £0.90 each",2 bay leaves,1,£0.90,2,bay leaf
149,Fruits and vegetables,"Tesco Carrots Loose 0.16kg, £0.08 / 0.16kg",1 carrot,0.16,£0.08,1,carrot
149,Fruits and vegetables,"Cauliflower Extra Large Each, £1.50 each",500g cauliflower,1,£1.50,500g,cauliflower
149,Fruits and vegetables,"Tesco Celery Sticks 250G, £0.85 each",1 celery stick,1,£0.85,1 stick,celery
149,Fruits and vegetables,"Redmere Farms Garlic 4 Pack, £0.95 each",2 garlic cloves,1,£0.95,2 cloves,garlic
149,Fruits and vegetables,"Tesco Green Beans 80G, £1.25 each",green beans,1,£1.25,,green beans
149,Fruits and vegetables,"Tesco Fresh Cut Curled Parsley 30G, £0.60 each",5g fresh parsley,1,£0.60,5g,parsley
149,Fruits and vegetables,"Loose Red Onions Class 2 0.21kg, £0.21 / 0.21kg",1 red onion,0.21,£0.21,1,onion
149,Fruits and vegetables,"Tesco Finest Shiitake Mushrooms 125G, £1.75 each",shiitake mushroom,2,£3.50,,mushroom
